agent,step,x,y,score
1,21,702.8118286132812,1147.256103515625,0.057744089514017105
1,22,702.681640625,1147.085693359375,0.057744089514017105
1,23,702.4880981445312,1146.89013671875,0.057744089514017105
1,24,702.2323608398438,1146.66943359375,0.057744089514017105
1,25,701.9161987304688,1146.424072265625,0.057744089514017105
1,26,701.5416870117188,1146.1541748046875,0.057744089514017105
1,27,701.1099243164062,1145.8604736328125,0.057744089514017105
1,28,700.623291015625,1145.542724609375,0.057744089514017105
1,29,700.0816040039062,1145.201171875,0.057744089514017105
2,0,686.4221801757812,1140.724609375,-0.07000936567783356
2,1,688.1160888671875,1141.388427734375,-0.07000936567783356
2,2,689.703369140625,1142.009765625,-0.07000936567783356
2,3,691.18701171875,1142.588623046875,-0.07000936567783356
2,4,692.56884765625,1143.1258544921875,-0.07000936567783356
2,5,693.8506469726562,1143.62158203125,-0.07000936567783356
2,6,695.034423828125,1144.0762939453125,-0.07000936567783356
2,7,696.1218872070312,1144.490478515625,-0.07000936567783356
2,8,697.1154174804688,1144.86474609375,-0.07000936567783356
2,9,698.0164184570312,1145.1993408203125,-0.07000936567783356
2,10,698.8270263671875,1145.494873046875,-0.07000936567783356
2,11,699.5491943359375,1145.75146484375,-0.07000936567783356
2,12,700.1845703125,1145.969970703125,-0.07000936567783356
2,13,700.7353515625,1146.1505126953125,-0.07000936567783356
2,14,701.2031860351562,1146.293701171875,-0.07000936567783356
2,15,701.5902099609375,1146.4000244140625,-0.07000936567783356
2,16,701.8981323242188,1146.4697265625,-0.07000936567783356
2,17,702.1290283203125,1146.50341796875,-0.07000936567783356
2,18,702.2845458984375,1146.5015869140625,-0.07000936567783356
2,19,702.366943359375,1146.4644775390625,-0.07000936567783356
2,20,702.3778686523438,1146.3927001953125,-0.07000936567783356
2,21,702.3192749023438,1146.28662109375,-0.07000936567783356
2,22,702.1929931640625,1146.1466064453125,-0.07000936567783356
2,23,702.0011596679688,1145.9735107421875,-0.07000936567783356
2,24,701.7454223632812,1145.7672119140625,-0.07000936567783356
2,25,701.4277954101562,1145.528564453125,-0.07000936567783356
2,26,701.0502319335938,1145.2578125,-0.07000936567783356
2,27,700.6144409179688,1144.9554443359375,-0.07000936567783356
2,28,700.12255859375,1144.6219482421875,-0.07000936567783356
2,29,699.5758056640625,1144.257568359375,-0.07000936567783356
3,0,710.6368408203125,1152.853271484375,1.0972845554351807
3,1,710.750732421875,1153.051025390625,1.0972845554351807
3,2,710.8052978515625,1153.0499267578125,1.0972845554351807
3,3,710.8114624023438,1153.0,1.0972845554351807
3,4,710.7959594726562,1153.0589599609375,1.0972845554351807
3,5,710.8203735351562,1153.0714111328125,1.0972845554351807
3,6,710.8160400390625,1153.1162109375,1.0972845554351807
3,7,710.7503662109375,1153.081298828125,1.0972845554351807
3,8,710.80078125,1153.063232421875,1.0972845554351807
3,9,710.7969360351562,1153.0782470703125,1.0972845554351807
3,10,710.806640625,1153.05712890625,1.0972845554351807
3,11,710.828125,1153.103515625,1.0972845554351807
3,12,710.7796020507812,1153.0775146484375,1.0972845554351807
3,13,710.8020629882812,1153.130126953125,1.0972845554351807
3,14,710.7789306640625,1153.087158203125,1.0972845554351807
3,15,710.7637939453125,1153.075439453125,1.0972845554351807
3,16,710.8056030273438,1153.1212158203125,1.0972845554351807
3,17,710.8162231445312,1153.0811767578125,1.0972845554351807
3,18,710.8125,1153.0816650390625,1.0972845554351807
3,19,710.7874755859375,1153.0931396484375,1.0972845554351807
3,20,710.7708129882812,1153.1361083984375,1.0972845554351807
3,21,710.8007202148438,1153.1002197265625,1.0972845554351807
3,22,710.7505493164062,1153.093017578125,1.0972845554351807
3,23,710.805419921875,1153.118896484375,1.0972845554351807
3,24,710.81103515625,1153.1104736328125,1.0972845554351807
3,25,710.8094482421875,1153.07470703125,1.0972845554351807
3,26,710.8081665039062,1153.0582275390625,1.0972845554351807
3,27,710.7702026367188,1153.119140625,1.0972845554351807
3,28,710.8193359375,1153.1295166015625,1.0972845554351807
3,29,710.8334350585938,1153.2822265625,1.0972845554351807
4,0,698.7002563476562,1133.5687255859375,0.8901180624961853
4,1,699.5066528320312,1134.618896484375,0.8901180624961853
4,2,700.25244140625,1135.597900390625,0.8901180624961853
4,3,700.9405517578125,1136.5064697265625,0.8901180624961853
4,4,701.57177734375,1137.3443603515625,0.8901180624961853
4,5,702.1478881835938,1138.1123046875,0.8901180624961853
4,6,702.6698608398438,1138.80908203125,0.8901180624961853
4,7,703.1382446289062,1139.43701171875,0.8901180624961853
4,8,703.5556030273438,1139.994873046875,0.8901180624961853
4,9,703.9224853515625,1140.4832763671875,0.8901180624961853
4,10,704.239501953125,1140.9014892578125,0.8901180624961853
4,11,704.5087890625,1141.2509765625,0.8901180624961853
4,12,704.7311401367188,1141.531494140625,0.8901180624961853
4,13,704.9072265625,1141.74169921875,0.8901180624961853
4,14,705.0390625,1141.88427734375,0.8901180624961853
4,15,705.1278686523438,1141.9576416015625,0.8901180624961853
4,16,705.1740112304688,1141.962158203125,0.8901180624961853
4,17,705.1796264648438,1141.8985595703125,0.8901180624961853
4,18,705.14599609375,1141.7669677734375,0.8901180624961853
4,19,705.0731201171875,1141.5672607421875,0.8901180624961853
4,20,704.963623046875,1141.2991943359375,0.8901180624961853
4,21,704.817138671875,1140.9637451171875,0.8901180624961853
4,22,704.6364135742188,1140.5601806640625,0.8901180624961853
4,23,704.4223022460938,1140.090087890625,0.8901180624961853
4,24,704.1749877929688,1139.551513671875,0.8901180624961853
4,25,703.8966674804688,1138.9464111328125,0.8901180624961853
4,26,703.588623046875,1138.2742919921875,0.8901180624961853
4,27,703.2510986328125,1137.5357666015625,0.8901180624961853
4,28,702.88623046875,1136.72998046875,0.8901180624961853
4,29,702.4927978515625,1135.85400390625,0.8901180624961853
5,0,710.5922241210938,1153.114501953125,1.0761213302612305
5,1,710.7313232421875,1153.132568359375,1.0761213302612305
5,2,710.8290405273438,1153.13818359375,1.0761213302612305
5,3,710.8262329101562,1153.0859375,1.0761213302612305
5,4,710.804443359375,1153.124267578125,1.0761213302612305
5,5,710.7814331054688,1153.1502685546875,1.0761213302612305
5,6,710.7930297851562,1153.1002197265625,1.0761213302612305
5,7,710.742431640625,1153.115966796875,1.0761213302612305
5,8,710.7924194335938,1153.124755859375,1.0761213302612305
5,9,710.7794799804688,1153.10400390625,1.0761213302612305
5,10,710.7835693359375,1153.0804443359375,1.0761213302612305
5,11,710.8526611328125,1153.1160888671875,1.0761213302612305
5,12,710.78173828125,1153.109619140625,1.0761213302612305
5,13,710.7833862304688,1153.1314697265625,1.0761213302612305
5,14,710.7692260742188,1153.1124267578125,1.0761213302612305
5,15,710.7835083007812,1153.10791015625,1.0761213302612305
5,16,710.7653198242188,1153.1099853515625,1.0761213302612305
5,17,710.7760009765625,1153.0733642578125,1.0761213302612305
5,18,710.8172607421875,1153.1055908203125,1.0761213302612305
5,19,710.7755126953125,1153.1005859375,1.0761213302612305
5,20,710.75732421875,1153.1279296875,1.0761213302612305
5,21,710.7681884765625,1153.0537109375,1.0761213302612305
5,22,710.7601318359375,1153.1038818359375,1.0761213302612305
5,23,710.77880859375,1153.0938720703125,1.0761213302612305
5,24,710.7791137695312,1153.1131591796875,1.0761213302612305
5,25,710.752685546875,1153.05859375,1.0761213302612305
5,26,710.7955322265625,1153.07177734375,1.0761213302612305
5,27,710.7839965820312,1153.109619140625,1.0761213302612305
5,28,710.8255615234375,1153.1485595703125,1.0761213302612305
5,29,710.7323608398438,1153.2080078125,1.0761213302612305
6,0,710.6593017578125,1152.7947998046875,1.089489221572876
6,1,710.70458984375,1152.9730224609375,1.089489221572876
6,2,710.82568359375,1153.0457763671875,1.089489221572876
6,3,710.7996826171875,1152.9747314453125,1.089489221572876
6,4,710.7716064453125,1153.11474609375,1.089489221572876
6,5,710.7391967773438,1152.996337890625,1.089489221572876
6,6,710.7036743164062,1152.99853515625,1.089489221572876
6,7,710.7483520507812,1153.016845703125,1.089489221572876
6,8,710.8059692382812,1153.102783203125,1.089489221572876
6,9,710.71875,1153.0576171875,1.089489221572876
6,10,710.7749633789062,1152.9835205078125,1.089489221572876
6,11,710.8258666992188,1153.0577392578125,1.089489221572876
6,12,710.7921752929688,1152.975830078125,1.089489221572876
6,13,710.7762451171875,1153.1014404296875,1.089489221572876
6,14,710.7813110351562,1153.0555419921875,1.089489221572876
6,15,710.8037109375,1153.0635986328125,1.089489221572876
6,16,710.7911376953125,1153.02685546875,1.089489221572876
6,17,710.7625122070312,1153.0306396484375,1.089489221572876
6,18,710.781982421875,1153.042724609375,1.089489221572876
6,19,710.7781982421875,1153.08056640625,1.089489221572876
6,20,710.7535400390625,1153.110107421875,1.089489221572876
6,21,710.8076171875,1153.031494140625,1.089489221572876
6,22,710.7406616210938,1153.07275390625,1.089489221572876
6,23,710.8009033203125,1153.0650634765625,1.089489221572876
6,24,710.8444213867188,1153.1024169921875,1.089489221572876
6,25,710.7527465820312,1153.0098876953125,1.089489221572876
6,26,710.8562622070312,1153.012939453125,1.089489221572876
6,27,710.8074951171875,1153.002685546875,1.089489221572876
6,28,710.7777709960938,1153.0301513671875,1.089489221572876
6,29,710.8499755859375,1153.0169677734375,1.089489221572876
7,0,710.8253784179688,1153.0867919921875,1.1089836359024048
7,1,710.8072509765625,1153.1343994140625,1.1089836359024048
7,2,710.8511352539062,1153.0732421875,1.1089836359024048
7,3,710.8972778320312,1153.0982666015625,1.1089836359024048
7,4,710.8777465820312,1153.1539306640625,1.1089836359024048
7,5,710.8177490234375,1153.0633544921875,1.1089836359024048
7,6,710.84619140625,1153.0777587890625,1.1089836359024048
7,7,710.7962036132812,1153.1007080078125,1.1089836359024048
7,8,710.8331298828125,1153.0794677734375,1.1089836359024048
7,9,710.8410034179688,1153.09033203125,1.1089836359024048
7,10,710.8341064453125,1153.035888671875,1.1089836359024048
7,11,710.9005737304688,1153.108154296875,1.1089836359024048
7,12,710.8461303710938,1153.0611572265625,1.1089836359024048
7,13,710.7710571289062,1153.0919189453125,1.1089836359024048
7,14,710.78662109375,1153.0579833984375,1.1089836359024048
7,15,710.8028564453125,1153.0625,1.1089836359024048
7,16,710.7944946289062,1153.0396728515625,1.1089836359024048
7,17,710.8030395507812,1153.060302734375,1.1089836359024048
7,18,710.7733154296875,1153.071533203125,1.1089836359024048
7,19,710.7700805664062,1153.1055908203125,1.1089836359024048
7,20,710.7355346679688,1153.0224609375,1.1089836359024048
7,21,710.7516479492188,1153.02001953125,1.1089836359024048
7,22,710.7406616210938,1153.0684814453125,1.1089836359024048
7,23,710.7781982421875,1153.0535888671875,1.1089836359024048
7,24,710.7825317382812,1153.06591796875,1.1089836359024048
7,25,710.7332763671875,1153.0025634765625,1.1089836359024048
7,26,710.8218383789062,1153.025390625,1.1089836359024048
7,27,710.748046875,1153.068603515625,1.1089836359024048
7,28,710.8221435546875,1153.0699462890625,1.1089836359024048
7,29,710.6831665039062,1152.9239501953125,1.1089836359024048
8,0,705.3984375,1155.3363037109375,1.0225965976715088
8,1,705.908203125,1154.942138671875,1.0225965976715088
8,2,706.2884521484375,1154.65185546875,1.0225965976715088
8,3,706.6234130859375,1154.4273681640625,1.0225965976715088
8,4,706.9352416992188,1154.1466064453125,1.0225965976715088
8,5,707.231689453125,1153.8968505859375,1.0225965976715088
8,6,707.4970092773438,1153.654052734375,1.0225965976715088
8,7,707.6953125,1153.4100341796875,1.0225965976715088
8,8,707.908203125,1153.1361083984375,1.0225965976715088
8,9,708.0689697265625,1152.938232421875,1.0225965976715088
8,10,708.2098388671875,1152.67529296875,1.0225965976715088
8,11,708.3544311523438,1152.469482421875,1.0225965976715088
8,12,708.4305419921875,1152.2216796875,1.0225965976715088
8,13,708.4688720703125,1151.9046630859375,1.0225965976715088
8,14,708.5048828125,1151.681396484375,1.0225965976715088
8,15,708.5101928710938,1151.3843994140625,1.0225965976715088
8,16,708.4783325195312,1151.0703125,1.0225965976715088
8,17,708.4698486328125,1150.81201171875,1.0225965976715088
8,18,708.42431640625,1150.5394287109375,1.0225965976715088
8,19,708.3088989257812,1150.1961669921875,1.0225965976715088
8,20,708.1802978515625,1149.8212890625,1.0225965976715088
8,21,708.0383911132812,1149.4808349609375,1.0225965976715088
8,22,707.8677978515625,1149.1319580078125,1.0225965976715088
8,23,707.7010498046875,1148.770751953125,1.0225965976715088
8,24,707.4651489257812,1148.3460693359375,1.0225965976715088
8,25,707.2356567382812,1147.9554443359375,1.0225965976715088
8,26,707.008544921875,1147.489501953125,1.0225965976715088
8,27,706.6962280273438,1147.0728759765625,1.0225965976715088
8,28,706.3723754882812,1146.585205078125,1.0225965976715088
8,29,705.8589477539062,1145.8060302734375,1.0225965976715088
9,0,701.16552734375,1112.46533203125,1.0905905961990356
9,1,701.75927734375,1114.8721923828125,1.0905905961990356
9,2,702.3052978515625,1117.143310546875,1.0905905961990356
9,3,702.8051147460938,1119.2799072265625,1.0905905961990356
9,4,703.2603149414062,1121.2833251953125,1.0905905961990356
9,5,703.6724243164062,1123.15478515625,1.0905905961990356
9,6,704.0430908203125,1124.8956298828125,1.0905905961990356
9,7,704.373779296875,1126.5072021484375,1.0905905961990356
9,8,704.666015625,1127.99072265625,1.0905905961990356
9,9,704.9215087890625,1129.347412109375,1.0905905961990356
9,10,705.1417236328125,1130.57861328125,1.0905905961990356
9,11,705.3281860351562,1131.6856689453125,1.0905905961990356
9,12,705.4825439453125,1132.6697998046875,1.0905905961990356
9,13,705.6063232421875,1133.5323486328125,1.0905905961990356
9,14,705.7010498046875,1134.2745361328125,1.0905905961990356
9,15,705.768310546875,1134.897705078125,1.0905905961990356
9,16,705.8096313476562,1135.403076171875,1.0905905961990356
9,17,705.82666015625,1135.7919921875,1.0905905961990356
9,18,705.8208618164062,1136.0657958984375,1.0905905961990356
9,19,705.7938842773438,1136.2255859375,1.0905905961990356
9,20,705.7471923828125,1136.2728271484375,1.0905905961990356
9,21,705.6824340820312,1136.208740234375,1.0905905961990356
9,22,705.60107421875,1136.0345458984375,1.0905905961990356
9,23,705.5047607421875,1135.7515869140625,1.0905905961990356
9,24,705.39501953125,1135.3612060546875,1.0905905961990356
9,25,705.2734375,1134.86474609375,1.0905905961990356
9,26,705.1414794921875,1134.2633056640625,1.0905905961990356
9,27,705.0008544921875,1133.5582275390625,1.0905905961990356
9,28,704.8529663085938,1132.7508544921875,1.0905905961990356
9,29,704.699462890625,1131.8424072265625,1.0905905961990356
10,0,710.8387451171875,1153.22265625,0.9857236742973328
10,1,710.8277587890625,1153.1966552734375,0.9857236742973328
10,2,710.8370971679688,1153.102294921875,0.9857236742973328
10,3,710.7670288085938,1153.068115234375,0.9857236742973328
10,4,710.8331909179688,1153.1131591796875,0.9857236742973328
10,5,710.7808227539062,1153.1473388671875,0.9857236742973328
10,6,710.7854614257812,1153.0760498046875,0.9857236742973328
10,7,710.7416381835938,1153.07666015625,0.9857236742973328
10,8,710.795166015625,1153.1295166015625,0.9857236742973328
10,9,710.7510375976562,1153.150146484375,0.9857236742973328
10,10,710.7749633789062,1153.1484375,0.9857236742973328
10,11,710.8475341796875,1153.1173095703125,0.9857236742973328
10,12,710.796875,1153.108154296875,0.9857236742973328
10,13,710.77294921875,1153.063720703125,0.9857236742973328
10,14,710.7711791992188,1153.1346435546875,0.9857236742973328
10,15,710.8006591796875,1153.115966796875,0.9857236742973328
10,16,710.8458862304688,1153.1434326171875,0.9857236742973328
10,17,710.8120727539062,1153.073486328125,0.9857236742973328
10,18,710.7548217773438,1153.0633544921875,0.9857236742973328
10,19,710.7717895507812,1153.070556640625,0.9857236742973328
10,20,710.6821899414062,1153.1180419921875,0.9857236742973328
10,21,710.762451171875,1153.107666015625,0.9857236742973328
10,22,710.7650146484375,1153.103515625,0.9857236742973328
10,23,710.8096313476562,1153.056640625,0.9857236742973328
10,24,710.8046875,1153.0234375,0.9857236742973328
10,25,710.8402709960938,1153.0902099609375,0.9857236742973328
10,26,710.7918090820312,1153.0194091796875,0.9857236742973328
10,27,710.760986328125,1153.0208740234375,0.9857236742973328
10,28,710.7337036132812,1153.133056640625,0.9857236742973328
10,29,710.7061767578125,1152.898193359375,0.9857236742973328
11,0,710.7979125976562,1153.239501953125,0.9809235334396362
11,1,710.823486328125,1153.2432861328125,0.9809235334396362
11,2,710.8433227539062,1153.120849609375,0.9809235334396362
11,3,710.798095703125,1153.1051025390625,0.9809235334396362
11,4,710.857666015625,1153.1458740234375,0.9809235334396362
11,5,710.8035278320312,1153.1578369140625,0.9809235334396362
11,6,710.7908935546875,1153.1195068359375,0.9809235334396362
11,7,710.683349609375,1153.06787109375,0.9809235334396362
11,8,710.8184814453125,1153.1583251953125,0.9809235334396362
11,9,710.7608032226562,1153.18505859375,0.9809235334396362
11,10,710.80029296875,1153.1669921875,0.9809235334396362
11,11,710.869873046875,1153.154541015625,0.9809235334396362
11,12,710.8369140625,1153.1474609375,0.9809235334396362
11,13,710.7978515625,1153.1226806640625,0.9809235334396362
11,14,710.7184448242188,1153.1219482421875,0.9809235334396362
11,15,710.794189453125,1153.088134765625,0.9809235334396362
11,16,710.8665771484375,1153.14599609375,0.9809235334396362
11,17,710.8219604492188,1153.1160888671875,0.9809235334396362
11,18,710.7562255859375,1153.136962890625,0.9809235334396362
11,19,710.7857666015625,1153.1329345703125,0.9809235334396362
11,20,710.7582397460938,1153.2027587890625,0.9809235334396362
11,21,710.7413330078125,1153.1748046875,0.9809235334396362
11,22,710.7848510742188,1153.1484375,0.9809235334396362
11,23,710.8629150390625,1153.131591796875,0.9809235334396362
11,24,710.78564453125,1153.11767578125,0.9809235334396362
11,25,710.8374633789062,1153.08447265625,0.9809235334396362
11,26,710.8389892578125,1153.0743408203125,0.9809235334396362
11,27,710.7861328125,1153.1138916015625,0.9809235334396362
11,28,710.7924194335938,1153.183837890625,0.9809235334396362
11,29,710.7677001953125,1153.11865234375,0.9809235334396362
12,0,710.4036865234375,1153.1328125,1.1558412313461304
12,1,710.6419677734375,1153.2041015625,1.1558412313461304
12,2,710.7246704101562,1153.1302490234375,1.1558412313461304
12,3,710.736572265625,1153.15576171875,1.1558412313461304
12,4,710.7443237304688,1153.1737060546875,1.1558412313461304
12,5,710.670166015625,1153.1640625,1.1558412313461304
12,6,710.7440795898438,1153.111572265625,1.1558412313461304
12,7,710.7182006835938,1153.1044921875,1.1558412313461304
12,8,710.7713623046875,1153.1436767578125,1.1558412313461304
12,9,710.7272338867188,1153.123291015625,1.1558412313461304
12,10,710.7307739257812,1153.081787109375,1.1558412313461304
12,11,710.7950439453125,1153.09619140625,1.1558412313461304
12,12,710.7579956054688,1153.0609130859375,1.1558412313461304
12,13,710.7874145507812,1153.112060546875,1.1558412313461304
12,14,710.7227172851562,1153.076171875,1.1558412313461304
12,15,710.7772827148438,1153.084228515625,1.1558412313461304
12,16,710.75927734375,1153.0283203125,1.1558412313461304
12,17,710.7869873046875,1153.0611572265625,1.1558412313461304
12,18,710.742431640625,1153.1025390625,1.1558412313461304
12,19,710.7840576171875,1153.1011962890625,1.1558412313461304
12,20,710.7449951171875,1153.1297607421875,1.1558412313461304
12,21,710.8294677734375,1153.078857421875,1.1558412313461304
12,22,710.758056640625,1153.11669921875,1.1558412313461304
12,23,710.787109375,1153.1510009765625,1.1558412313461304
12,24,710.7716674804688,1153.0966796875,1.1558412313461304
12,25,710.7608032226562,1153.0626220703125,1.1558412313461304
12,26,710.8441772460938,1153.033203125,1.1558412313461304
12,27,710.7880859375,1153.1275634765625,1.1558412313461304
12,28,710.7792358398438,1153.0023193359375,1.1558412313461304
12,29,710.81884765625,1153.167236328125,1.1558412313461304
13,0,699.5596923828125,1109.9822998046875,0.8628635406494141
13,1,700.24169921875,1112.566162109375,0.8628635406494141
13,2,700.871337890625,1115.0084228515625,0.8628635406494141
13,3,701.4503173828125,1117.3106689453125,0.8628635406494141
13,4,701.9804077148438,1119.474365234375,0.8628635406494141
13,5,702.4631958007812,1121.5008544921875,0.8628635406494141
13,6,702.9005737304688,1123.3914794921875,0.8628635406494141
13,7,703.294189453125,1125.147705078125,0.8628635406494141
13,8,703.6458129882812,1126.7711181640625,0.8628635406494141
13,9,703.9571533203125,1128.2628173828125,0.8628635406494141
13,10,704.2299194335938,1129.62451171875,0.8628635406494141
13,11,704.4658813476562,1130.8575439453125,0.8628635406494141
13,12,704.666748046875,1131.963134765625,0.8628635406494141
13,13,704.8342895507812,1132.9429931640625,0.8628635406494141
13,14,704.97021484375,1133.79833984375,0.8628635406494141
13,15,705.0762329101562,1134.53076171875,0.8628635406494141
13,16,705.154052734375,1135.1414794921875,0.8628635406494141
13,17,705.2055053710938,1135.6319580078125,0.8628635406494141
13,18,705.2322387695312,1136.0037841796875,0.8628635406494141
13,19,705.2360229492188,1136.2581787109375,0.8628635406494141
13,20,705.2185668945312,1136.3966064453125,0.8628635406494141
13,21,705.181640625,1136.420654296875,0.8628635406494141
13,22,705.1268920898438,1136.3314208984375,0.8628635406494141
13,23,705.05615234375,1136.130615234375,0.8628635406494141
13,24,704.9710693359375,1135.8194580078125,0.8628635406494141
13,25,704.8734130859375,1135.3995361328125,0.8628635406494141
13,26,704.7649536132812,1134.8720703125,0.8628635406494141
13,27,704.6473388671875,1134.2386474609375,0.8628635406494141
13,28,704.5223999023438,1133.5006103515625,0.8628635406494141
13,29,704.3917236328125,1132.659423828125,0.8628635406494141
14,0,686.4067993164062,1141.0948486328125,-0.11830183863639832
14,1,688.1031494140625,1141.7410888671875,-0.11830183863639832
14,2,689.693603515625,1142.3465576171875,-0.11830183863639832
14,3,691.1807861328125,1142.9112548828125,-0.11830183863639832
14,4,692.566650390625,1143.43603515625,-0.11830183863639832
14,5,693.8529663085938,1143.921142578125,-0.11830183863639832
14,6,695.0416870117188,1144.3670654296875,-0.11830183863639832
14,7,696.1345825195312,1144.7740478515625,-0.11830183863639832
14,8,697.1337890625,1145.1429443359375,-0.11830183863639832
14,9,698.0409545898438,1145.47412109375,-0.11830183863639832
14,10,698.8580322265625,1145.7677001953125,-0.11830183863639832
14,11,699.5870361328125,1146.0244140625,-0.11830183863639832
14,12,700.2294921875,1146.24462890625,-0.11830183863639832
14,13,700.7876586914062,1146.428955078125,-0.11830183863639832
14,14,701.2631225585938,1146.5775146484375,-0.11830183863639832
14,15,701.6580200195312,1146.6910400390625,-0.11830183863639832
14,16,701.9740600585938,1146.7698974609375,-0.11830183863639832
14,17,702.2131958007812,1146.8145751953125,-0.11830183863639832
14,18,702.377197265625,1146.8255615234375,-0.11830183863639832
14,19,702.4681396484375,1146.802978515625,-0.11830183863639832
14,20,702.4878540039062,1146.747802734375,-0.11830183863639832
14,21,702.4380493164062,1146.6600341796875,-0.11830183863639832
14,22,702.3206787109375,1146.5404052734375,-0.11830183863639832
14,23,702.1378173828125,1146.389404296875,-0.11830183863639832
14,24,701.89111328125,1146.207275390625,-0.11830183863639832
14,25,701.5824584960938,1145.9945068359375,-0.11830183863639832
14,26,701.2139282226562,1145.751708984375,-0.11830183863639832
14,27,700.7871704101562,1145.479248046875,-0.11830183863639832
14,28,700.30419921875,1145.1773681640625,-0.11830183863639832
14,29,699.766357421875,1144.8468017578125,-0.11830183863639832
15,0,710.67431640625,1152.9031982421875,1.107919454574585
15,1,710.7693481445312,1153.050048828125,1.107919454574585
15,2,710.817626953125,1153.066650390625,1.107919454574585
15,3,710.8434448242188,1153.0435791015625,1.107919454574585
15,4,710.7869262695312,1153.0859375,1.107919454574585
15,5,710.819580078125,1153.0662841796875,1.107919454574585
15,6,710.8099365234375,1153.0977783203125,1.107919454574585
15,7,710.7693481445312,1153.0987548828125,1.107919454574585
15,8,710.7935180664062,1153.0560302734375,1.107919454574585
15,9,710.7911987304688,1153.0775146484375,1.107919454574585
15,10,710.7896118164062,1153.0391845703125,1.107919454574585
15,11,710.8333740234375,1153.093505859375,1.107919454574585
15,12,710.7841796875,1153.0828857421875,1.107919454574585
15,13,710.792724609375,1153.1082763671875,1.107919454574585
15,14,710.7728271484375,1153.103271484375,1.107919454574585
15,15,710.7833251953125,1153.059814453125,1.107919454574585
15,16,710.772216796875,1153.1312255859375,1.107919454574585
15,17,710.7861938476562,1153.0634765625,1.107919454574585
15,18,710.8306884765625,1153.06982421875,1.107919454574585
15,19,710.7720947265625,1153.1104736328125,1.107919454574585
15,20,710.7684936523438,1153.0885009765625,1.107919454574585
15,21,710.7938842773438,1153.0682373046875,1.107919454574585
15,22,710.742919921875,1153.0849609375,1.107919454574585
15,23,710.813720703125,1153.123046875,1.107919454574585
15,24,710.8085327148438,1153.0931396484375,1.107919454574585
15,25,710.7831420898438,1153.0528564453125,1.107919454574585
15,26,710.81201171875,1153.0377197265625,1.107919454574585
15,27,710.7470092773438,1153.1263427734375,1.107919454574585
